,Away,Away_Score,Location,Home,Home_Score,OT,Notes,Date,Conference,Season
66242,Ferris State,2,at,Michigan State,3,ot,Box,2017-11-17,Non-Conference,2018
66243,Harvard,2,at,Minnesota,4,,Box,2017-11-17,Non-Conference,2018
66244,Penn State,7,at,Arizona State,0,,Box,2017-11-17,Non-Conference,2018
66230,Michigan Tech,1,at,Alaska-Anchorage,1,ot,Box,2017-11-17,WCHA,2018
66237,Colorado College,1,at,St. Cloud State,6,,Box,2017-11-17,NCHC,2018
66229,Lake Superior,3,at,Alabama-Huntsville,1,,Box,2017-11-17,WCHA,2018
66226,Connecticut,2,at,Mass.-Lowell,5,,Box,2017-11-17,Hockey East,2018
66213,American Int'l,1,at,Robert Morris,3,,Box,2017-11-17,Atlantic Hockey,2018
66227,Boston University,2,at,Maine,5,,Box,2017-11-17,Hockey East,2018
66214,RIT,3,at,Air Force,4,,Box,2017-11-17,Atlantic Hockey,2018
66215,Holy Cross,2,at,Army,2,ot,Box,2017-11-17,Atlantic Hockey,2018
66218,St. Lawrence,1,at,Cornell,6,,Box,2017-11-17,ECAC,2018
66219,Yale,4,at,Princeton,5,,Box,2017-11-17,ECAC,2018
66216,Bentley,1,at,Canisius,5,,Box,2017-11-17,Atlantic Hockey,2018
66221,Clarkson,5,at,Colgate,2,,Box,2017-11-17,ECAC,2018
66223,Vermont,1,at,Northeastern,2,,Box,2017-11-17,Hockey East,2018
66224,Boston College,3,at,New Hampshire,2,,Box,2017-11-17,Hockey East,2018
66225,Merrimack,1,at,Providence,2,,Box,2017-11-17,Hockey East,2018
66220,Brown,0,at,Quinnipiac,5,,Box,2017-11-17,ECAC,2018
66268,Nebraska-Omaha,2,at,Western Michigan,5,,Box,2017-11-18,NCHC,2018
66264,Michigan Tech,3,at,Alaska-Anchorage,3,ot,Box,2017-11-18,WCHA,2018
66266,North Dakota,1,at,Denver,4,,Box,2017-11-18,NCHC,2018
66267,Minnesota-Duluth,2,at,Miami,3,,Box,2017-11-18,NCHC,2018
66276,Michigan State,3,at,Ferris State,1,,Box,2017-11-18,Non-Conference,2018
66263,Lake Superior,3,at,Alabama-Huntsville,5,,Box,2017-11-18,WCHA,2018
66271,Michigan,4,at,Wisconsin,4,ot,Box,2017-11-18,Big Ten,2018
66273,Notre Dame,1,at,Rensselaer,0,ot,Box,2017-11-18,Non-Conference,2018
66274,Penn State,4,at,Arizona State,2,,Box,2017-11-18,Non-Conference,2018
66275,Harvard,1,at,Minnesota,2,ot,Box,2017-11-18,Non-Conference,2018
66269,Colorado College,1,at,St. Cloud State,5,,Box,2017-11-18,NCHC,2018
66262,Bowling Green,4,at,Minnesota State,1,,Box,2017-11-18,WCHA,2018
66252,Clarkson,4,at,Cornell,0,,Box,2017-11-18,ECAC,2018
66259,Providence,6,at,Merrimack,6,ot,Box,2017-11-18,Hockey East,2018
66258,Boston College,4,at,Northeastern,1,,Box,2017-11-18,Hockey East,2018
66257,Boston University,7,at,Maine,0,,Box,2017-11-18,Hockey East,2018
66256,Mass.-Lowell,1,at,Connecticut,0,,Box,2017-11-18,Hockey East,2018
66254,Yale,0,at,Quinnipiac,3,,Box,2017-11-18,ECAC,2018
66253,Brown,3,at,Princeton,0,,Box,2017-11-18,ECAC,2018
66251,St. Lawrence,1,at,Colgate,3,,Box,2017-11-18,ECAC,2018
66249,RIT,3,at,Air Force,2,,Box,2017-11-18,Atlantic Hockey,2018
66248,Holy Cross,4,at,Army,0,,Box,2017-11-18,Atlantic Hockey,2018
66247,Bentley,2,at,Canisius,5,,Box,2017-11-18,Atlantic Hockey,2018
66246,American Int'l,0,at,Robert Morris,4,,Box,2017-11-18,Atlantic Hockey,2018
66261,Northern Michigan,1,at,Alaska,4,,Box,2017-11-18,WCHA,2018
66283,Niagara,4,at,Cornell,5,,Box,2017-11-21,Non-Conference,2018
66282,Holy Cross,2,at,Brown,4,,Box,2017-11-21,Non-Conference,2018
66278,Army,5,at,Sacred Heart,5,ot,Box,2017-11-21,Atlantic Hockey,2018
66280,Connecticut,4,at,Vermont,1,,Box,2017-11-21,Hockey East,2018
66285,Bemidji State,5,at,Princeton,3,,Box,2017-11-22,Non-Conference,2018
66301,Harvard,4,at,Boston College,4,ot,Box,2017-11-24,Non-Conference,2018
66307,Miami,6,at,Bowling Green,3,,Box,2017-11-24,Non-Conference,2018
66306,Northern Michigan,3,at,Nebraska-Omaha,4,,Box,2017-11-24,Non-Conference,2018
66308,Union,4,at,North Dakota,1,,Box,2017-11-24,Non-Conference,2018
66305,Arizona State,3,at,Holy Cross,1,,Box,2017-11-24,Non-Conference,2018
66304,Colgate,3,at,Western Michigan,5,,Box,2017-11-24,Non-Conference,2018
66303,Bemidji State,1,at,Princeton,4,,Box,2017-11-24,Non-Conference,2018
66302,Massachusetts,2,at,Quinnipiac,1,,Box,2017-11-24,Non-Conference,2018
66299,Minnesota,0,at,Notre Dame,1,,Box,2017-11-24,Big Ten,2018
66289,Robert Morris,1,at,Bentley,3,,Box,2017-11-24,Atlantic Hockey,2018
66297,Ohio State,3,at,Michigan,2,,Box,2017-11-24,Big Ten,2018
66295,Michigan Tech,5,at,Alaska,4,ot,Box,2017-11-24,WCHA,2018
66294,Ferris State,6,at,Alabama-Huntsville,2,,Box,2017-11-24,WCHA,2018
66292,Rensselaer,0,vs.,Clarkson,2,,Box,2017-11-24,"Friendship Four (at SSE Arena, Belfast, Northern Ireland)",2018
66291,Maine,0,vs.,Providence,3,,Box,2017-11-24,"Friendship Four (at SSE Arena, Belfast, Northern Ireland)",2018
66288,Canisius,4,at,Army,3,ot,Box,2017-11-24,Atlantic Hockey,2018
66287,Niagara,3,at,American Int'l,1,,Box,2017-11-24,Atlantic Hockey,2018
66298,Michigan State,2,at,Penn State,7,,Box,2017-11-24,Big Ten,2018
66330,Colgate,5,at,Western Michigan,1,,Box,2017-11-25,Non-Conference,2018
66328,Mercyhurst,3,at,Wisconsin,2,,Box,2017-11-25,Non-Conference,2018
66329,Arizona State,3,at,Holy Cross,3,ot,Box,2017-11-25,Non-Conference,2018
66331,Miami,2,at,Bowling Green,2,ot,Box,2017-11-25,Non-Conference,2018
66327,New Hampshire,4,at,Yale,0,,Box,2017-11-25,Non-Conference,2018
66333,Union,2,at,North Dakota,2,ot,Box,2017-11-25,Non-Conference,2018
66334,Northern Michigan,1,at,Nebraska-Omaha,4,,Box,2017-11-25,Non-Conference,2018
66335,Quinnipiac,3,at,Massachusetts,6,,Box,2017-11-25,Non-Conference,2018
66336,Boston University,3,vs.,Cornell,4,,Box,2017-11-25,Non-Conference,2018
66338,US Under-18,0,at,Lake Superior,6,,,2017-11-25,Exhibition,2018
66326,Vermont,2,at,Dartmouth,1,ot,Box,2017-11-25,Non-Conference,2018
66332,Minnesota State,1,at,Minnesota-Duluth,3,,Box,2017-11-25,Non-Conference,2018
66323,Clarkson,4,vs.,Providence,2,,Box,2017-11-25,"Friendship Four (at SSE Arena, Belfast, Northern Ireland)",2018
66322,Maine,4,vs.,Rensselaer,2,,Box,2017-11-25,"Friendship Four (at SSE Arena, Belfast, Northern Ireland)",2018
66320,Michigan State,2,at,Penn State,2,ot,Box,2017-11-25,Big Ten,2018
66319,Ohio State,5,at,Michigan,1,,Box,2017-11-25,Big Ten,2018
66318,Minnesota,2,at,Notre Dame,5,,Box,2017-11-25,Big Ten,2018
66316,Michigan Tech,5,at,Alaska,1,,Box,2017-11-25,WCHA,2018
66315,Ferris State,3,at,Alabama-Huntsville,5,,Box,2017-11-25,WCHA,2018
66313,Niagara,1,at,American Int'l,4,,Box,2017-11-25,Atlantic Hockey,2018
66312,Air Force,3,at,Sacred Heart,3,ot,Box,2017-11-25,Atlantic Hockey,2018
66311,Robert Morris,3,at,Bentley,6,,Box,2017-11-25,Atlantic Hockey,2018
66310,Canisius,3,at,Army,2,,Box,2017-11-25,Atlantic Hockey,2018
66325,RIT,1,at,Connecticut,2,,Box,2017-11-25,Non-Conference,2018
66340,Air Force,5,at,Sacred Heart,3,,Box,2017-11-26,Atlantic Hockey,2018
66342,Mercyhurst,2,at,Wisconsin,4,,Box,2017-11-26,Non-Conference,2018
66348,Bentley,3,at,Mass.-Lowell,2,ot,Box,2017-11-28,Non-Conference,2018
66344,Quinnipiac,6,at,Princeton,2,,Box,2017-11-28,ECAC,2018
66346,Northeastern,1,at,Connecticut,4,,Box,2017-11-28,Hockey East,2018
66366,Alaska-Anchorage,0,at,Ferris State,2,,Box,2017-12-01,WCHA,2018
66379,Cornell,1,at,Miami,2,,Box,2017-12-01,Non-Conference,2018
66377,Notre Dame,3,at,Michigan State,1,,Box,2017-12-01,Big Ten,2018
66376,Wisconsin,4,at,Minnesota,5,,Box,2017-12-01,Big Ten,2018
66375,Penn State,5,at,Ohio State,5,ot,Box,2017-12-01,Big Ten,2018
66373,Western Michigan,3,at,North Dakota,4,,Box,2017-12-01,NCHC,2018
66372,Denver,1,at,Minnesota-Duluth,0,,Box,2017-12-01,NCHC,2018
66371,St. Cloud State,7,at,Nebraska-Omaha,4,,Box,2017-12-01,NCHC,2018
66369,Bemidji State,1,at,Bowling Green,3,,Box,2017-12-01,WCHA,2018
66368,Alabama-Huntsville,1,at,Northern Michigan,3,,Box,2017-12-01,WCHA,2018
66367,Alaska,5,at,Lake Superior,3,,Box,2017-12-01,WCHA,2018
66364,New Hampshire,2,at,Providence,5,,Box,2017-12-01,Hockey East,2018
66361,Merrimack,1,at,Northeastern,3,,Box,2017-12-01,Hockey East,2018
66362,Vermont,2,at,Maine,2,ot,Box,2017-12-01,Hockey East,2018
66360,Boston University,7,at,Boston College,4,,Box,2017-12-01,Hockey East,2018
66358,Harvard,6,at,Quinnipiac,2,,Box,2017-12-01,ECAC,2018
66357,Dartmouth,2,at,Princeton,9,,Box,2017-12-01,ECAC,2018
66356,Brown,1,at,Union,3,,Box,2017-12-01,ECAC,2018
66355,Yale,1,at,Rensselaer,2,,Box,2017-12-01,ECAC,2018
66353,Holy Cross,4,at,RIT,2,,Box,2017-12-01,Atlantic Hockey,2018
66352,Sacred Heart,2,at,Mercyhurst,3,ot,Box,2017-12-01,Atlantic Hockey,2018
66351,Bentley,6,at,American Int'l,2,,Box,2017-12-01,Atlantic Hockey,2018
66350,Niagara,6,at,Air Force,3,,Box,2017-12-01,Atlantic Hockey,2018
66363,Connecticut,2,at,Massachusetts,4,,Box,2017-12-01,Hockey East,2018
66400,Denver,2,at,Minnesota-Duluth,1,,Box,2017-12-02,NCHC,2018
66401,Western Michigan,1,at,North Dakota,4,,Box,2017-12-02,NCHC,2018
66402,St. Cloud State,5,at,Nebraska-Omaha,0,,Box,2017-12-02,NCHC,2018
66404,Penn State,4,at,Ohio State,0,,Box,2017-12-02,Big Ten,2018
66405,Wisconsin,3,at,Minnesota,2,,Box,2017-12-02,Big Ten,2018
66412,Michigan,7,at,US Under-18,3,,,2017-12-02,Exhibition,2018
66408,Colgate,1,at,Army,3,,Box,2017-12-02,Non-Conference,2018
66409,Clarkson,5,at,Canisius,1,,Box,2017-12-02,Non-Conference,2018
66410,Cornell,4,at,Miami,0,,Box,2017-12-02,Non-Conference,2018
66398,Alaska-Anchorage,2,at,Ferris State,5,,Box,2017-12-02,WCHA,2018
66406,Notre Dame,2,at,Michigan State,0,,Box,2017-12-02,Big Ten,2018
66397,Alaska,1,at,Lake Superior,4,,Box,2017-12-02,WCHA,2018
66393,Providence,0,at,New Hampshire,1,,Box,2017-12-02,Hockey East,2018
66395,Alabama-Huntsville,3,at,Northern Michigan,2,,Box,2017-12-02,WCHA,2018
66396,Bemidji State,3,at,Bowling Green,3,ot,Box,2017-12-02,WCHA,2018
66392,Northeastern,3,at,Merrimack,1,,Box,2017-12-02,Hockey East,2018
66391,Boston College,4,at,Boston University,1,,Box,2017-12-02,Hockey East,2018
66390,Vermont,2,at,Maine,6,,Box,2017-12-02,Hockey East,2018
66388,Harvard,5,at,Princeton,2,,Box,2017-12-02,ECAC,2018
66387,Yale,5,at,Union,3,,Box,2017-12-02,ECAC,2018
66386,Brown,5,at,Rensselaer,4,ot,Box,2017-12-02,ECAC,2018
66385,Dartmouth,0,at,Quinnipiac,0,ot,Box,2017-12-02,ECAC,2018
66383,Holy Cross,3,at,RIT,5,,Box,2017-12-02,Atlantic Hockey,2018
66382,Sacred Heart,5,at,Mercyhurst,3,,Box,2017-12-02,Atlantic Hockey,2018
66381,Niagara,5,at,Air Force,2,,Box,2017-12-02,Atlantic Hockey,2018
66414,Massachusetts,2,at,Connecticut,8,,Box,2017-12-05,Hockey East,2018
66417,New Hampshire,6,at,Rensselaer,3,,Box,2017-12-06,Non-Conference,2018
66416,Bentley,3,at,Brown,1,,Box,2017-12-06,Non-Conference,2018
66419,Michigan State,0,at,Michigan,4,,Box,2017-12-07,Big Ten,2018
66447,Princeton,4,at,Arizona State,0,,Box,2017-12-08,Non-Conference,2018
66446,Colgate,2,at,Connecticut,4,,Box,2017-12-08,Non-Conference,2018
66445,Penn State,5,at,Robert Morris,2,,Box,2017-12-08,Non-Conference,2018
66444,Maine,7,at,Quinnipiac,4,,Box,2017-12-08,Non-Conference,2018
66443,Army,1,at,Merrimack,4,,Box,2017-12-08,Non-Conference,2018
66441,Notre Dame,3,at,Wisconsin,2,,Box,2017-12-08,Big Ten,2018
66440,Michigan,0,at,Michigan State,5,,Box,2017-12-08,Big Ten,2018
66439,Minnesota,1,at,Ohio State,2,ot,Box,2017-12-08,Big Ten,2018
66448,RIT,3,at,Providence,8,,Box,2017-12-08,Non-Conference,2018
66437,North Dakota,2,at,St. Cloud State,2,ot,Box,2017-12-08,NCHC,2018
66436,Minnesota-Duluth,5,at,Nebraska-Omaha,7,,Box,2017-12-08,NCHC,2018
66432,Alabama-Huntsville,3,at,Bowling Green,3,ot,Box,2017-12-08,WCHA,2018
66434,Colorado College,4,at,Denver,4,ot,Box,2017-12-08,NCHC,2018
66431,Alaska,7,at,Alaska-Anchorage,2,,Box,2017-12-08,WCHA,2018
66430,Ferris State,4,at,Michigan Tech,3,,Box,2017-12-08,WCHA,2018
66429,Minnesota State,5,at,Lake Superior,1,,Box,2017-12-08,WCHA,2018
66428,Northern Michigan,1,at,Bemidji State,1,ot,Box,2017-12-08,WCHA,2018
66426,Boston University,2,at,Mass.-Lowell,3,,Box,2017-12-08,Hockey East,2018
66424,St. Lawrence,1,at,Clarkson,3,,Box,2017-12-08,ECAC,2018
66422,Canisius,4,at,Niagara,2,,Box,2017-12-08,Atlantic Hockey,2018
66421,Mercyhurst,1,at,American Int'l,3,,Box,2017-12-08,Atlantic Hockey,2018
66435,Miami,5,at,Western Michigan,2,,Box,2017-12-08,NCHC,2018
66470,Minnesota,1,at,Ohio State,4,,Box,2017-12-09,Big Ten,2018
66472,Robert Morris,4,at,Penn State,7,,Box,2017-12-09,Non-Conference,2018
66473,Bentley,5,at,Dartmouth,1,,Box,2017-12-09,Non-Conference,2018
66474,Maine,5,at,Quinnipiac,3,,Box,2017-12-09,Non-Conference,2018
66475,Holy Cross,2,at,Union,4,,Box,2017-12-09,Non-Conference,2018
66479,Brown,2,at,Vermont,2,ot,Box,2017-12-09,Non-Conference,2018
66480,Princeton,3,at,Arizona State,4,ot,Box,2017-12-09,Non-Conference,2018
66477,RIT,4,at,Providence,0,,Box,2017-12-09,Non-Conference,2018
66478,Yale,2,at,Sacred Heart,1,,Box,2017-12-09,Non-Conference,2018
66469,Notre Dame,6,at,Wisconsin,2,,Box,2017-12-09,Big Ten,2018
66476,Army,4,at,New Hampshire,3,,Box,2017-12-09,Non-Conference,2018
66467,Minnesota-Duluth,6,at,Nebraska-Omaha,2,,Box,2017-12-09,NCHC,2018
66455,Northeastern,5,at,Boston College,2,,Box,2017-12-09,Hockey East,2018
66465,Miami,3,at,Western Michigan,4,ot,Box,2017-12-09,NCHC,2018
66464,Denver,1,at,Colorado College,1,ot,Box,2017-12-09,NCHC,2018
66462,Ferris State,1,at,Michigan Tech,5,,Box,2017-12-09,WCHA,2018
66461,Alaska,3,at,Alaska-Anchorage,2,,Box,2017-12-09,WCHA,2018
66460,Minnesota State,7,at,Lake Superior,0,,Box,2017-12-09,WCHA,2018
66459,Alabama-Huntsville,1,at,Bowling Green,3,,Box,2017-12-09,WCHA,2018
66458,Northern Michigan,4,at,Bemidji State,4,ot,Box,2017-12-09,WCHA,2018
66456,Mass.-Lowell,3,at,Boston University,9,,Box,2017-12-09,Hockey East,2018
66453,Clarkson,4,at,St. Lawrence,2,,Box,2017-12-09,ECAC,2018
66451,Niagara,2,at,Canisius,8,,Box,2017-12-09,Atlantic Hockey,2018
66450,Mercyhurst,4,at,American Int'l,2,,Box,2017-12-09,Atlantic Hockey,2018
66466,North Dakota,1,at,St. Cloud State,3,,Box,2017-12-09,NCHC,2018
66482,Merrimack,4,at,New Hampshire,3,,Box,2017-12-10,Hockey East,2018
66484,Massachusetts,2,at,Union,1,,Box,2017-12-10,Non-Conference,2018
66489,Alabama-Huntsville,1,at,Minnesota State,5,,Box,2017-12-15,WCHA,2018
66488,Alaska-Anchorage,1,at,Bemidji State,5,,Box,2017-12-15,WCHA,2018
66491,Dartmouth,0,at,Denver,1,,Box,2017-12-15,Non-Conference,2018
66486,Lake Superior,0,at,Michigan Tech,3,,Box,2017-12-15,WCHA,2018
66487,Ferris State,1,at,Northern Michigan,6,,Box,2017-12-15,WCHA,2018
66503,Dartmouth,5,at,Denver,4,,Box,2017-12-16,Non-Conference,2018
66502,Arizona State,0,at,Colorado College,4,,Box,2017-12-16,Non-Conference,2018
66500,Lake Superior,3,at,Michigan Tech,3,ot,Box,2017-12-16,WCHA,2018
66499,Alabama-Huntsville,0,at,Minnesota State,3,,Box,2017-12-16,WCHA,2018
66505,Michigan State,3,at,US Under-18,0,,,2017-12-16,Exhibition,2018
66497,Ferris State,2,at,Northern Michigan,4,,Box,2017-12-16,WCHA,2018
66495,Northeastern,1,at,Merrimack,1,ot,Box,2017-12-16,Hockey East,2018
66493,Mercyhurst,2,at,Robert Morris,5,,Box,2017-12-16,Atlantic Hockey,2018
66498,Alaska-Anchorage,0,at,Bemidji State,4,,Box,2017-12-16,WCHA,2018
66507,Robert Morris,5,at,Mercyhurst,3,,Box,2017-12-17,Atlantic Hockey,2018
66509,Arizona State,4,at,Colorado College,4,ot,Box,2017-12-17,Non-Conference,2018
66511,Western Michigan,5,at,Bowling Green,2,,Box,2017-12-28,Non-Conference,2018
66527,Maine,3,at,Rensselaer,2,,Box,2017-12-29,Non-Conference,2018
66532,Union,1,at,Nebraska-Omaha,5,,Box,2017-12-29,Non-Conference,2018
66531,Merrimack,3,at,Denver,2,,Box,2017-12-29,Non-Conference,2018
66530,Colorado College,3,at,Air Force,6,,Box,2017-12-29,Non-Conference,2018
66533,Army,0,at,Minnesota,3,,Box,2017-12-29,Non-Conference,2018
66528,St. Cloud State,3,at,Princeton,3,ot,Box,2017-12-29,Non-Conference,2018
66525,New Hampshire,1,at,Dartmouth,3,,Box,2017-12-29,"Ledyard Bank Classic (at Thompson Arena, Hanover, N.H.)",2018
66529,Niagara,2,at,Ohio State,3,,Box,2017-12-29,Non-Conference,2018
66522,St. Lawrence,3,at,Vermont,2,,Box,2017-12-29,"Catamount Cup (at Gutterson Fieldhouse, Burlington, Vt.)",2018
66521,Harvard,2,vs.,Mass.-Lowell,5,,Box,2017-12-29,"Catamount Cup (at Gutterson Fieldhouse, Burlington, Vt.)",2018
66519,Robert Morris,5,vs.,Lake Superior,0,,Box,2017-12-29,"Three Rivers Classic (at PPG Paints Arena, Pittsburgh, Pa.)",2018
66518,Arizona State,0,vs.,Providence,6,,Box,2017-12-29,"Three Rivers Classic (at PPG Paints Arena, Pittsburgh, Pa.)",2018
66516,Northern Michigan,4,at,Minnesota State,3,,Box,2017-12-29,WCHA,2018
